Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.12023950674599,0.02204117360010939,0.1275455325732529,0.0007368452173465347,1.0680609185832573e-05,3.190538335700435e-07,2.28644885359723e-05,3.0469726395615447e-09
