Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.03322854329771,0.2569547008824344,0.12658606782504644,0.009201603030831128,9.922313342814182e-06,4.0895440205820655e-05,2.1230114971969253e-05,3.872194073811813e-07
