Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.08321905803393,0.1352575458918917,0.1101753412541125,0.0029219590366655656,3.6056077443566555e-06,5.435758302394231e-06,7.646403824385648e-06,4.401639314041833e-08
