Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.10963345405362,0.013852670741880107,0.13360968709792936,0.0005096243985414597,1.2825351032146408e-05,1.3789688629986337e-07,2.7546542024844177e-05,1.3885720500858764e-09
