Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.0835273585572,0.08828042816231806,0.11697086658566562,0.002551435335470473,3.6817754313198007e-06,2.097470645480708e-06,7.8367106020802e-06,1.8164428441732364e-08
