Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
120.03256776551322,0.19983101604332332,0.13583592906475883,0.010680051968299987,9.634061266386032e-06,2.085446132378581e-05,2.071731614328902e-05,2.1400664835789666e-07
