Peak Center [Hz],Peak Amplitude [arcsec^2/Hz],FWHM [Hz],offset,Center Variance,Peak Variance,FWHM Variance,Offset Variance,Pointing rms [arcsec],Poitning rms - Error [arcsec]
0.030772053463501974,12564.393596066062,0.03680644185278521,-29.56198723626474,1.516100647687475e-06,136972.50692115212,3.826200169577283e-06,639.8414763182983
